dir original compiled diff
script/built-ins/Function/prototype/toString/async-method-object.js 16 78 62
script/built-ins/Function/prototype/toString/bound-function.js 16 16 0
script/built-ins/Function/prototype/toString/async-function-expression.js 13 92 79
script/built-ins/Function/prototype/toString/not-a-constructor.js 26 22 -4
script/built-ins/Function/prototype/toString/getter-class-statement-static.js 17 72 55
script/built-ins/Function/prototype/toString/getter-class-expression.js 14 75 61
script/built-ins/Function/prototype/toString/async-generator-method-object.js 15 79 64
script/built-ins/Function/prototype/toString/async-arrow-function.js 14 100 86
script/built-ins/Function/prototype/toString/line-terminator-normalisation-LF.js 34 24 -10
script/built-ins/Function/prototype/toString/method-class-expression.js 14 75 61
script/built-ins/Function/prototype/toString/generator-method.js 14 61 47
script/built-ins/Function/prototype/toString/S15.3.4.2_A16.js 16 18 2
script/built-ins/Function/prototype/toString/getter-class-statement.js 17 78 61
script/built-ins/Function/prototype/toString/setter-class-expression.js 14 87 73
script/built-ins/Function/prototype/toString/class-declaration-complex-heritage.js 9 37 28
script/built-ins/Function/prototype/toString/class-expression-implicit-ctor.js 13 74 61
script/built-ins/Function/prototype/toString/S15.3.4.2_A9.js 24 14 -10
script/built-ins/Function/prototype/toString/S15.3.4.2_A12.js 11 11 0
script/built-ins/Function/prototype/toString/proxy-non-callable-throws.js 14 14 0
script/built-ins/Function/prototype/toString/arrow-function.js 13 51 38
script/built-ins/Function/prototype/toString/line-terminator-normalisation-CR.js 1 17 16
script/built-ins/Function/prototype/toString/proxy-method-definition.js 19 25 6
script/built-ins/Function/prototype/toString/generator-function-declaration.js 9 41 32
script/built-ins/Function/prototype/toString/method-class-statement-static.js 17 72 55
script/built-ins/Function/prototype/toString/AsyncFunction.js 15 37 22
script/built-ins/Function/prototype/toString/S15.3.4.2_A6.js 14 10 -4
script/built-ins/Function/prototype/toString/async-function-declaration.js 11 49 38
script/built-ins/Function/prototype/toString/async-generator-method-class-expression-static.js 15 106 91
script/built-ins/Function/prototype/toString/private-static-method-class-statement.js 14 33 19
script/built-ins/Function/prototype/toString/proxy-async-generator-method-definition.js 19 52 33
script/built-ins/Function/prototype/toString/line-terminator-normalisation-CR-LF.js 37 24 -13
script/built-ins/Function/prototype/toString/unicode.js 12 15 3
script/built-ins/Function/prototype/toString/S15.3.4.2_A7.js 11 11 0
script/built-ins/Function/prototype/toString/built-in-function-object.js 50 48 -2
script/built-ins/Function/prototype/toString/class-expression-explicit-ctor.js 10 52 42
script/built-ins/Function/prototype/toString/async-method-class-expression-static.js 15 108 93
script/built-ins/Function/prototype/toString/async-method-class-statement.js 18 117 99
script/built-ins/Function/prototype/toString/private-static-method-class-expression.js 14 34 20
script/built-ins/Function/prototype/toString/function-declaration.js 9 31 22
script/built-ins/Function/prototype/toString/async-generator-method-class-statement-static.js 18 109 91
script/built-ins/Function/prototype/toString/setter-class-expression-static.js 14 81 67
script/built-ins/Function/prototype/toString/name.js 21 21 0
script/built-ins/Function/prototype/toString/proxy-function-expression.js 19 21 2
script/built-ins/Function/prototype/toString/method-class-statement.js 17 78 61
script/built-ins/Function/prototype/toString/setter-class-statement-static.js 17 84 67
script/built-ins/Function/prototype/toString/private-method-class-expression.js 14 35 21
script/built-ins/Function/prototype/toString/AsyncGenerator.js 14 37 23
script/built-ins/Function/prototype/toString/Function.js 9 13 4
script/built-ins/Function/prototype/toString/proxy-arrow-function.js 19 21 2
script/built-ins/Function/prototype/toString/method-object.js 9 19 10
script/built-ins/Function/prototype/toString/async-generator-method-class-expression.js 15 112 97
script/built-ins/Function/prototype/toString/proxy-async-method-definition.js 19 51 32
script/built-ins/Function/prototype/toString/setter-class-statement.js 17 90 73
script/built-ins/Function/prototype/toString/class-declaration-explicit-ctor.js 10 53 43
script/built-ins/Function/prototype/toString/method-class-expression-static.js 14 69 55
script/built-ins/Function/prototype/toString/async-generator-method-class-statement.js 18 115 97
script/built-ins/Function/prototype/toString/async-method-class-expression.js 15 114 99
script/built-ins/Function/prototype/toString/symbol-named-builtins.js 9 9 0
script/built-ins/Function/prototype/toString/function-expression.js 11 55 44
script/built-ins/Function/prototype/toString/GeneratorFunction.js 11 26 15
script/built-ins/Function/prototype/toString/async-method-class-statement-static.js 18 111 93
script/built-ins/Function/prototype/toString/proxy-async-generator-function.js 19 44 25
script/built-ins/Function/prototype/toString/proxy-class.js 19 34 15
script/built-ins/Function/prototype/toString/S15.3.4.2_A11.js 16 9 -7
script/built-ins/Function/prototype/toString/async-generator-expression.js 12 92 80
script/built-ins/Function/prototype/toString/method-computed-property-name.js 11 22 11
script/built-ins/Function/prototype/toString/S15.3.4.2_A10.js 22 16 -6
script/built-ins/Function/prototype/toString/proxy-generator-function.js 19 42 23
script/built-ins/Function/prototype/toString/class-declaration-implicit-ctor.js 13 78 65
script/built-ins/Function/prototype/toString/proxy-async-function.js 19 43 24
script/built-ins/Function/prototype/toString/S15.3.4.2_A14.js 11 11 0
script/built-ins/Function/prototype/toString/setter-object.js 14 64 50
script/built-ins/Function/prototype/toString/proxy-bound-function.js 19 21 2
script/built-ins/Function/prototype/toString/generator-function-expression.js 11 72 61
script/built-ins/Function/prototype/toString/private-method-class-statement.js 15 36 21
script/built-ins/Function/prototype/S15.3.4_A4.js 25 14 -11
script/built-ins/Function/prototype/bind/proto-from-ctor-realm.js 23 23 0
script/built-ins/Function/prototype/bind/15.3.4.5-8-1.js 10 11 1
script/built-ins/Function/prototype/bind/15.3.4.5-11-1.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-3.js 13 13 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A3.js 10 7 -3
script/built-ins/Function/prototype/bind/15.3.4.5-2-14.js 9 9 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A15.js 9 9 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-5.js 14 14 0
script/built-ins/Function/prototype/bind/instance-length-remaining-args.js 29 29 0
script/built-ins/Function/prototype/bind/not-a-constructor.js 26 22 -4
script/built-ins/Function/prototype/bind/15.3.4.5-6-11.js 15 16 1
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-8.js 14 14 0
script/built-ins/Function/prototype/bind/instance-construct-newtarget-boundtarget.js 23 23 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-7.js 17 17 0
script/built-ins/Function/prototype/bind/length.js 24 24 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-11.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-1.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-10.js 9 9 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-10.js 20 21 1
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-9.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-6.js 15 15 0
script/built-ins/Function/prototype/bind/instance-length-exceeds-int32.js 24 28 4
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-10.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-11.js 9 9 0
script/built-ins/Function/prototype/bind/instance-length-tointeger.js 41 53 12
script/built-ins/Function/prototype/bind/instance-name.js 19 19 0
script/built-ins/Function/prototype/bind/15.3.4.5-10-1.js 11 11 0
script/built-ins/Function/prototype/bind/15.3.4.5-9-1.js 10 10 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-2.js 10 10 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A2.js 17 17 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A14.js 9 9 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-15.js 11 11 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-4.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-14.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-6.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-1.js 18 17 -1
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-11.js 16 16 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-9.js 15 16 1
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-2.js 21 21 0
script/built-ins/Function/prototype/bind/instance-name-chained.js 20 20 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-5.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-15.js 17 16 -1
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-3.js 15 15 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-4.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-14.js 17 16 -1
script/built-ins/Function/prototype/bind/15.3.4.5-16-1.js 11 11 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-7.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-3-1.js 12 11 -1
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-10.js 16 16 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-8.js 22 22 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-7.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-0-1.js 8 9 1
script/built-ins/Function/prototype/bind/15.3.4.5-16-2.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-9.js 16 16 0
script/built-ins/Function/prototype/bind/name.js 21 21 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-4.js 15 15 0
script/built-ins/Function/prototype/bind/15.3.4.5-20-2.js 13 13 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-3.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-13.js 17 16 -1
script/built-ins/Function/prototype/bind/15.3.4.5-21-3.js 13 13 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-5.js 19 18 -1
script/built-ins/Function/prototype/bind/15.3.4.5-20-3.js 13 13 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-2.js 18 18 0
script/built-ins/Function/prototype/bind/instance-length-prop-desc.js 24 24 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-12.js 17 16 -1
script/built-ins/Function/prototype/bind/15.3.4.5-21-2.js 13 13 0
script/built-ins/Function/prototype/bind/instance-construct-newtarget-self-new.js 22 22 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-1.js 21 21 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-6.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-8.js 16 16 0
script/built-ins/Function/prototype/bind/instance-name-non-string.js 57 57 0
script/built-ins/Function/prototype/bind/instance-construct-newtarget-self-reflect.js 23 23 0
script/built-ins/Function/prototype/bind/BoundFunction_restricted-properties.js 25 25 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A5.js 18 14 -4
script/built-ins/Function/prototype/bind/get-fn-realm-recursive.js 42 42 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-5.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-13.js 14 14 0
script/built-ins/Function/prototype/bind/get-fn-realm.js 44 44 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-12.js 9 9 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A13.js 9 9 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-3.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-9.js 9 10 1
script/built-ins/Function/prototype/bind/15.3.4.5-9-2.js 12 12 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-1.js 10 10 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A1.js 17 17 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-7.js 16 16 0
script/built-ins/Function/prototype/bind/instance-length-default-value.js 40 54 14
script/built-ins/Function/prototype/bind/15.3.4.5-2-16.js 8 8 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-8.js 16 16 0
script/built-ins/Function/prototype/bind/15.3.4.5-8-2.js 13 13 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-6.js 16 16 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A16.js 22 21 -1
script/built-ins/Function/prototype/bind/15.3.4.5-6-12.js 9 10 1
script/built-ins/Function/prototype/bind/instance-name-error.js 17 17 0
script/built-ins/Function/prototype/bind/S15.3.4.5_A4.js 14 14 0
script/built-ins/Function/prototype/bind/instance-construct-newtarget-boundtarget-bound.js 24 24 0
script/built-ins/Function/prototype/bind/15.3.4.5-6-4.js 20 20 0
script/built-ins/Function/prototype/bind/15.3.4.5.2-4-12.js 14 14 0
script/built-ins/Function/prototype/bind/15.3.4.5-2-13.js 9 9 0
script/built-ins/Function/prototype/bind/15.3.4.5.1-4-2.js 17 17 0
script/built-ins/Function/prototype/S15.3.5.2_A1_T1.js 26 25 -1
script/built-ins/Function/prototype/S15.3.4_A3_T1.js 14 10 -4
script/built-ins/Function/prototype/S15.3.4_A1.js 14 10 -4
script/built-ins/Function/prototype/constructor/S15.3.4.1_A1_T1.js 14 10 -4
script/built-ins/Function/prototype/S15.3.4_A5.js 12 12 0
script/built-ins/Function/15.3.2.1-11-3-s.js 12 12 0
script/built-ins/Function/15.3.5.4_2-94gs.js 20 20 0
script/built-ins/Function/S15.3.2.1_A2_T5.js 24 24 0
script/built-ins/Function/15.3.5.4_2-57gs.js 20 21 1
script/built-ins/Function/15.3.5.4_2-41gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-16gs.js 20 20 0
script/built-ins/Function/15.3.5.4_2-81gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-5gs.js 18 18 0
script/built-ins/Function/15.3.5.4_2-39gs.js 23 23 0
script/built-ins/Function/S15.3.2.1_A2_T2.js 18 18 0
script/built-ins/Function/15.3.5.4_2-78gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-97gs.js 21 21 0
script/built-ins/Function/call-bind-this-realm-undef.js 26 26 0
script/built-ins/Function/S15.3.2.1_A1_T8.js 24 21 -3
script/built-ins/Function/15.3.5.4_2-54gs.js 21 21 0
script/built-ins/Function/internals/Call/class-ctor.js 15 19 4
script/built-ins/Function/internals/Call/class-ctor-realm.js 15 15 0
script/built-ins/Function/internals/Construct/derived-this-uninitialized-realm.js 24 20 -4
script/built-ins/Function/internals/Construct/base-ctor-revoked-proxy.js 45 46 1
script/built-ins/Function/internals/Construct/derived-return-val-realm.js 27 21 -6
script/built-ins/Function/internals/Construct/base-ctor-revoked-proxy-realm.js 48 48 0
script/built-ins/Function/internals/Construct/derived-this-uninitialized.js 21 36 15
script/built-ins/Function/internals/Construct/derived-return-val.js 23 36 13
script/built-ins/Function/15.3.5.4_2-42gs.js 23 23 0
script/built-ins/Function/15.3.5.4_2-15gs.js 19 19 0
script/built-ins/Function/15.3.5.4_2-9gs.js 17 17 0
script/built-ins/Function/15.3.5.4_2-62gs.js 20 21 1
script/built-ins/Function/15.3.5.4_2-35gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-23gs.js 21 21 0
script/built-ins/Function/S15.3.2.1_A2_T6.js 24 24 0
script/built-ins/Function/15.3.2.1-10-6gs.js 13 13 0
script/built-ins/Function/15.3.5.4_2-74gs.js 21 22 1
script/built-ins/Function/S15.3.2.1_A3_T8.js 26 26 0
script/built-ins/Function/private-identifiers-not-empty.js 18 18 0
script/built-ins/Function/S15.3.3_A1.js 8 8 0
script/built-ins/Function/15.3.5.4_2-58gs.js 20 21 1
script/built-ins/Function/15.3.5.4_2-19gs.js 18 18 0
script/built-ins/Function/15.3.5.4_2-18gs.js 20 20 0
script/built-ins/Function/15.3.5.4_2-59gs.js 20 21 1
script/built-ins/Function/S15.3.2.1_A3_T9.js 29 26 -3
script/built-ins/Function/15.3.5.4_2-75gs.js 22 23 1
script/built-ins/Function/15.3.5.4_2-22gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-34gs.js 23 23 0
script/built-ins/Function/15.3.5.4_2-63gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-8gs.js 17 17 0
script/built-ins/Function/15.3.5.4_2-14gs.js 16 16 0
script/built-ins/Function/15.3.5.4_2-43gs.js 23 23 0
script/built-ins/Function/S15.3.5_A2_T1.js 14 11 -3
script/built-ins/Function/S15.3.2.1_A2_T3.js 18 18 0
script/built-ins/Function/15.3.5.4_2-55gs.js 23 23 0
script/built-ins/Function/15.3.5.4_2-79gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-96gs.js 23 23 0
script/built-ins/Function/S15.3.2.1_A1_T9.js 19 19 0
script/built-ins/Function/15.3.5.4_2-38gs.js 21 21 0
script/built-ins/Function/15.3.2.1-11-1-s.js 12 12 0
script/built-ins/Function/15.3.5.4_2-4gs.js 20 20 0
script/built-ins/Function/S15.3_A2_T1.js 18 15 -3
script/built-ins/Function/15.3.5.4_2-80gs.js 21 22 1
script/built-ins/Function/S15.3.2.1_A3_T6.js 28 25 -3
script/built-ins/Function/15.3.5.4_2-64gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-33gs.js 23 23 0
script/built-ins/Function/proto-from-ctor-realm-prototype.js 40 40 0
script/built-ins/Function/15.3.5.4_2-25gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-72gs.js 20 21 1
script/built-ins/Function/prop-desc.js 14 14 0
script/built-ins/Function/S15.3_A3_T4.js 13 13 0
script/built-ins/Function/S15.3.2_A1.js 14 14 0
script/built-ins/Function/15.3.5.4_2-48gs.js 20 20 0
script/built-ins/Function/S15.3.2.1_A1_T2.js 28 28 0
script/built-ins/Function/15.3.5.4_2-68gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-87gs.js 22 23 1
script/built-ins/Function/15.3.5.4_2-3gs.js 18 18 0
script/built-ins/Function/15.3.2.1-11-6-s.js 10 10 0
script/built-ins/Function/S15.3.2.1_A3_T2.js 31 31 0
script/built-ins/Function/15.3.5.4_2-29gs.js 20 20 0
script/built-ins/Function/S15.3_A1.js 10 10 0
script/built-ins/Function/15.3.5.4_2-91gs.js 21 22 1
script/built-ins/Function/S15.3.3_A2_T1.js 13 10 -3
script/built-ins/Function/S15.3.2.1_A3_T13.js 24 24 0
script/built-ins/Function/15.3.5.4_2-52gs.js 21 21 0
script/built-ins/Function/15.3.5.4_2-44gs.js 22 22 0
script/built-ins/Function/call-bind-this-realm-value.js 36 36 0
script/built-ins/Function/S15.3.2.1_A1_T6.js 23 23 0
script/built-ins/Function/15.3.5.4_2-13gs.js 16 16 0
script/built-ins/Function/S15.3.2.1_A1_T12.js 21 21 0
script/built-ins/Function/15.3.5.4_2-12gs.js 14 14 0
script/built-ins/Function/S15.3.5_A3_T1.js 12 13 1
script/built-ins/Function/S15.3.2.1_A3_T3.js 37 37 0
script/built-ins/Function/15.3.5.4_2-45gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-53gs.js 23 23 0
script/built-ins/Function/15.3.2.1-11-1.js 9 9 0
script/built-ins/Function/S15.3.2.1_A3_T12.js 26 26 0
script/built-ins/Function/S15.3_A3_T1.js 21 21 0
script/built-ins/Function/15.3.5.4_2-90gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-28gs.js 21 21 0
script/built-ins/Function/15.3.2.1-11-7-s.js 11 11 0
script/built-ins/Function/S15.3.2.1_A1_T7.js 22 22 0
script/built-ins/Function/S15.3.2.1_A1_T13.js 23 20 -3
script/built-ins/Function/15.3.5.4_2-2gs.js 20 20 0
script/built-ins/Function/15.3.5.4_2-69gs.js 21 22 1
script/built-ins/Function/15.3.5.4_2-86gs.js 21 22 1
script/built-ins/Function/S15.3.2.1_A3_T7.js 27 27 0
script/built-ins/Function/15.3.5.4_2-49gs.js 22 22 0
script/built-ins/Function/15.3.2.1-11-5.js 9 9 0
script/built-ins/Function/15.3.5.4_2-73gs.js 21 22 1
script/built-ins/Function/15.3.5-1gs.js 13 13 0
script/built-ins/Function/15.3.5.4_2-24gs.js 22 22 0
script/built-ins/Function/S15.3_A3_T5.js 19 19 0
script/built-ins/Function/15.3.5.4_2-32gs.js 22 22 0
script/built-ins/Function/15.3.5.4_2-65gs.js 20 21 1
script/built-ins/Function/S15.3.5_A1_T1.js 13 9 -4
script/built-ins/Function/S15.3.2.1_A1_T3.js 21 21 0
script/built-ins/Math/LN10/value.js 12 13 1
script/built-ins/Math/LN10/prop-desc.js 14 14 0
script/built-ins/Math/ceil/S15.8.2.6_A1.js 8 8 0
script/built-ins/Math/ceil/not-a-constructor.js 22 22 0
script/built-ins/Math/ceil/S15.8.2.6_A5.js 10 10 0
script/built-ins/Math/ceil/length.js 24 24 0
script/built-ins/Math/ceil/S15.8.2.6_A4.js 10 10 0
script/built-ins/Math/ceil/name.js 21 21 0
script/built-ins/Math/ceil/S15.8.2.6_A7.js 15 14 -1
script/built-ins/Math/ceil/prop-desc.js 15 15 0
script/built-ins/Math/ceil/S15.8.2.6_A3.js 8 8 0
script/built-ins/Math/ceil/S15.8.2.6_A2.js 8 8 0
script/built-ins/Math/ceil/S15.8.2.6_A6.js 12 12 0
script/built-ins/Math/log2/not-a-constructor.js 22 22 0
script/built-ins/Math/log2/length.js 23 23 0
script/built-ins/Math/log2/log2-basicTests.js 32 19 -13
script/built-ins/Math/log2/name.js 21 21 0
script/built-ins/Math/log2/prop-desc.js 10 10 0
script/built-ins/Math/pow/applying-the-exp-operator_A13.js 17 17 0
script/built-ins/Math/pow/applying-the-exp-operator_A7.js 18 14 -4
script/built-ins/Math/pow/applying-the-exp-operator_A17.js 16 16 0
script/built-ins/Math/pow/applying-the-exp-operator_A23.js 31 27 -4
script/built-ins/Math/pow/not-a-constructor.js 22 22 0
script/built-ins/Math/pow/length.js 24 24 0
script/built-ins/Math/pow/applying-the-exp-operator_A3.js 23 23 0
script/built-ins/Math/pow/applying-the-exp-operator_A16.js 17 17 0
script/built-ins/Math/pow/applying-the-exp-operator_A22.js 19 19 0
script/built-ins/Math/pow/applying-the-exp-operator_A2.js 23 23 0
script/built-ins/Math/pow/applying-the-exp-operator_A12.js 16 16 0
script/built-ins/Math/pow/applying-the-exp-operator_A6.js 18 18 0
script/built-ins/Math/pow/applying-the-exp-operator_A19.js 15 15 0
script/built-ins/Math/pow/applying-the-exp-operator_A9.js 18 18 0
script/built-ins/Math/pow/applying-the-exp-operator_A8.js 18 14 -4
script/built-ins/Math/pow/applying-the-exp-operator_A18.js 18 18 0
script/built-ins/Math/pow/name.js 21 21 0
script/built-ins/Math/pow/int32_min-exponent.js 13 10 -3
script/built-ins/Math/pow/applying-the-exp-operator_A15.js 15 15 0
script/built-ins/Math/pow/applying-the-exp-operator_A21.js 17 17 0
script/built-ins/Math/pow/prop-desc.js 14 14 0
script/built-ins/Math/pow/applying-the-exp-operator_A1.js 25 21 -4
script/built-ins/Math/pow/applying-the-exp-operator_A11.js 18 18 0
script/built-ins/Math/pow/applying-the-exp-operator_A5.js 20 20 0
script/built-ins/Math/pow/applying-the-exp-operator_A10.js 20 20 0
script/built-ins/Math/pow/applying-the-exp-operator_A4.js 23 19 -4
script/built-ins/Math/pow/applying-the-exp-operator_A14.js 19 19 0
script/built-ins/Math/pow/applying-the-exp-operator_A20.js 17 17 0
script/built-ins/Math/atanh/not-a-constructor.js 22 22 0
script/built-ins/Math/atanh/length.js 23 23 0
script/built-ins/Math/atanh/name.js 21 21 0
script/built-ins/Math/atanh/prop-desc.js 10 10 0
script/built-ins/Math/atanh/atanh-specialVals.js 28 17 -11
script/built-ins/Math/log1p/not-a-constructor.js 22 22 0
script/built-ins/Math/log1p/length.js 23 23 0
script/built-ins/Math/log1p/name.js 21 21 0
script/built-ins/Math/log1p/prop-desc.js 10 10 0
script/built-ins/Math/log1p/specific-results.js 23 23 0
script/built-ins/Math/LOG10E/value.js 12 13 1
script/built-ins/Math/LOG10E/prop-desc.js 14 14 0
script/built-ins/Math/LOG2E/value.js 12 13 1
script/built-ins/Math/LOG2E/prop-desc.js 14 14 0
script/built-ins/Math/sin/not-a-constructor.js 22 22 0
script/built-ins/Math/sin/length.js 24 24 0
script/built-ins/Math/sin/zero.js 8 8 0
script/built-ins/Math/sin/name.js 21 21 0
script/built-ins/Math/sin/S15.8.2.16_A5.js 8 8 0
script/built-ins/Math/sin/prop-desc.js 15 15 0
script/built-ins/Math/sin/S15.8.2.16_A1.js 8 8 0
script/built-ins/Math/sin/S15.8.2.16_A4.js 8 8 0
script/built-ins/Math/cosh/not-a-constructor.js 22 22 0
script/built-ins/Math/cosh/length.js 20 20 0
script/built-ins/Math/cosh/cosh-specialVals.js 14 11 -3
script/built-ins/Math/cosh/name.js 21 21 0
script/built-ins/Math/cosh/prop-desc.js 10 10 0
script/built-ins/Math/acos/not-a-constructor.js 22 22 0
script/built-ins/Math/acos/length.js 24 24 0
script/built-ins/Math/acos/S15.8.2.2_A4.js 8 8 0
script/built-ins/Math/acos/S15.8.2.2_A1.js 8 8 0
script/built-ins/Math/acos/name.js 21 21 0
script/built-ins/Math/acos/prop-desc.js 15 15 0
script/built-ins/Math/acos/S15.8.2.2_A2.js 10 10 0
script/built-ins/Math/acos/S15.8.2.2_A3.js 10 10 0
script/built-ins/Math/clz32/Math.clz32.js 9 9 0
script/built-ins/Math/clz32/not-a-constructor.js 22 22 0
script/built-ins/Math/clz32/length.js 24 24 0
script/built-ins/Math/clz32/Math.clz32_2.js 8 8 0
script/built-ins/Math/clz32/infinity.js 18 18 0
script/built-ins/Math/clz32/name.js 21 21 0
script/built-ins/Math/clz32/prop-desc.js 15 15 0
script/built-ins/Math/clz32/int32bit.js 37 37 0
script/built-ins/Math/clz32/Math.clz32_1.js 8 8 0
script/built-ins/Math/clz32/nan.js 17 17 0
script/built-ins/Math/asinh/not-a-constructor.js 22 22 0
script/built-ins/Math/asinh/length.js 23 23 0
script/built-ins/Math/asinh/asinh-specialVals.js 16 11 -5
script/built-ins/Math/asinh/name.js 21 21 0
script/built-ins/Math/asinh/prop-desc.js 10 10 0
script/built-ins/Math/asin/not-a-constructor.js 22 22 0
script/built-ins/Math/asin/length.js 24 24 0
script/built-ins/Math/asin/S15.8.2.3_A4.js 8 8 0
script/built-ins/Math/asin/S15.8.2.3_A1.js 8 8 0
script/built-ins/Math/asin/S15.8.2.3_A5.js 8 8 0
script/built-ins/Math/asin/S15.8.2.3_A2.js 10 10 0
script/built-ins/Math/asin/name.js 21 21 0
script/built-ins/Math/asin/S15.8.2.3_A3.js 10 10 0
script/built-ins/Math/asin/prop-desc.js 15 15 0
script/built-ins/Math/cos/not-a-constructor.js 22 22 0
script/built-ins/Math/cos/length.js 24 24 0
script/built-ins/Math/cos/S15.8.2.7_A5.js 8 8 0
script/built-ins/Math/cos/S15.8.2.7_A1.js 8 8 0
script/built-ins/Math/cos/S15.8.2.7_A4.js 8 8 0
script/built-ins/Math/cos/S15.8.2.7_A3.js 10 10 0
script/built-ins/Math/cos/name.js 21 21 0
script/built-ins/Math/cos/S15.8.2.7_A2.js 10 10 0
script/built-ins/Math/cos/prop-desc.js 15 15 0
script/built-ins/Math/fround/not-a-constructor.js 22 22 0
script/built-ins/Math/fround/length.js 24 24 0
script/built-ins/Math/fround/Math.fround_Infinity.js 8 8 0
script/built-ins/Math/fround/Math.fround_NaN.js 8 8 0
script/built-ins/Math/fround/Math.fround_Zero.js 9 9 0
script/built-ins/Math/fround/name.js 21 21 0
script/built-ins/Math/fround/value-convertion.js 21 21 0
script/built-ins/Math/fround/ties.js 46 46 0
script/built-ins/Math/fround/prop-desc.js 15 15 0
script/built-ins/Math/imul/not-a-constructor.js 22 22 0
script/built-ins/Math/imul/length.js 23 23 0
script/built-ins/Math/imul/results.js 47 47 0
script/built-ins/Math/imul/name.js 21 21 0
script/built-ins/Math/imul/prop-desc.js 10 10 0
script/built-ins/Math/max/not-a-constructor.js 22 22 0
script/built-ins/Math/max/length.js 21 21 0
